Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Wheat,Rabi       ,Assam,17786.0,Red/Yellow Soil,high,Average,Low,Low,2624.740818,819.1
Banana,Kharif     ,Meghalaya,7264.0,Alluvial Soil,high,Low,Low,Medium,2312.268087,644.6
Cotton(lint),Kharif     ,Meghalaya,7255.0,Black Soil,high,High,Medium,High,2568.977304,668.6
Onion,Rabi       ,Meghalaya,551.0,Red/Yellow Soil,low,High,Medium,Low,2733.339289,685.3
Potato,Summer     ,Meghalaya,12559.0,Red/Yellow Soil,low,Average,Low,High,2280.310135,344.4
Potato,Winter     ,Meghalaya,6354.0,Black Soil,low,Low,High,High,2734.407436,384.4
Rice,Autumn     ,Meghalaya,33575.0,Black Soil,high,Average,Medium,High,2515.711831,485.5
Rice,Rabi       ,Meghalaya,13683.0,Black Soil,high,Average,High,High,2813.638072,357.2
Rice,Winter     ,Meghalaya,63883.0,Black Soil,high,High,Low,Medium,2439.57403,597.6
Sugarcane,Whole Year ,Meghalaya,121.0,Black Soil,low,Average,Medium,High,2614.373397,487.3
Wheat,Rabi       ,Meghalaya,460.0,Black Soil,low,High,Medium,High,2487.81813,519.5
Banana,Whole Year ,Goa,2428.0,Alluvial Soil,low,Average,Medium,High,2471.136321,330.9
Groundnut,Kharif     ,Goa,280.0,Red/Yellow Soil,low,Low,Medium,Medium,2577.679128,446.6
Groundnut,Rabi       ,Goa,1257.0,Alluvial Soil,high,High,Low,Low,2661.042241,710.4
Rice,Kharif     ,Goa,27219.0,Alluvial Soil,high,Low,High,High,2125.130526,395.4
Rice,Rabi       ,Goa,11301.0,Black Soil,low,High,Medium,High,2930.090083,640.5
Sugarcane,Whole Year ,Goa,910.0,Red/Yellow Soil,low,High,Medium,High,1942.101088,512.0
Cotton(lint),Kharif     ,Karnataka,521372.0,Alluvial Soil,high,High,Low,Medium,2294.556367,391.4
Cotton(lint),Rabi       ,Karnataka,25572.0,Alluvial Soil,low,Average,High,Medium,2471.719279,461.2
Groundnut,Kharif     ,Karnataka,389994.0,Alluvial Soil,high,Average,High,High,2623.706791,305.5
Groundnut,Rabi       ,Karnataka,3381.0,Red/Yellow Soil,high,Low,Low,Low,2972.851758,435.3
Groundnut,Summer     ,Karnataka,171476.0,Alluvial Soil,low,Low,Medium,Low,1942.512554,523.5
Onion,Kharif     ,Karnataka,117973.0,Alluvial Soil,high,Low,High,High,2347.691761,398.0
Onion,Rabi       ,Karnataka,21870.0,Black Soil,low,High,High,Low,1861.949954,571.0
Onion,Summer     ,Karnataka,5651.0,Red/Yellow Soil,high,Low,Medium,Medium,2509.486592,451.5
Potato,Kharif     ,Karnataka,23219.0,Red/Yellow Soil,high,High,Low,High,2581.505075,434.3
Potato,Rabi       ,Karnataka,5557.0,Black Soil,high,High,Medium,Medium,2977.238723,677.5
Potato,Summer     ,Karnataka,1705.0,Alluvial Soil,low,High,High,Medium,2536.190428,589.2
Ragi,Kharif     ,Karnataka,727642.0,Alluvial Soil,low,High,Medium,High,2813.207539,740.4
Ragi,Rabi       ,Karnataka,42291.0,Black Soil,low,High,High,Low,2675.151124,846.1
Ragi,Summer     ,Karnataka,7902.0,Black Soil,high,Average,High,Medium,2369.425541,616.3
Rice,Kharif     ,Karnataka,737547.0,Black Soil,low,Average,Low,Low,2077.311776,505.6
Rice,Rabi       ,Karnataka,30634.0,Alluvial Soil,high,Average,Low,Medium,2582.500689,536.4
Rice,Summer     ,Karnataka,224744.0,Alluvial Soil,high,Low,Medium,Low,2052.369395,561.2
Sugarcane,Whole Year ,Karnataka,400000.0,Alluvial Soil,low,Low,Medium,Low,2888.562122,794.4
Wheat,Rabi       ,Karnataka,193338.0,Black Soil,high,Average,Low,Medium,2451.381369,421.7
Banana,Whole Year ,Kerala,62108.0,Black Soil,high,Low,Low,High,2858.553223,588.4
Cotton(lint),Whole Year ,Kerala,84.0,Red/Yellow Soil,low,High,Medium,Low,2355.93567,1126.7
Groundnut,Whole Year ,Kerala,274.0,Alluvial Soil,low,Low,High,Low,2580.655236,339.6
Onion,Whole Year ,Kerala,9.0,Alluvial Soil,high,Low,Medium,High,2562.804657,549.9
Potato,Whole Year ,Kerala,516.0,Alluvial Soil,low,Average,High,High,2486.486765,383.1
Ragi,Whole Year ,Kerala,86.5,Red/Yellow Soil,high,High,Low,Low,2370.202146,370.4
Rice,Autumn     ,Kerala,58278.0,Alluvial Soil,high,High,Low,Low,2617.736806,513.6
Rice,Summer     ,Kerala,49693.0,Alluvial Soil,low,Average,Medium,Low,2222.151021,737.9
Rice,Winter     ,Kerala,81115.0,Black Soil,low,High,High,Low,2137.169401,590.8
Sugarcane,Whole Year ,Kerala,1047.674,Red/Yellow Soil,high,Low,Low,High,2872.848068,629.6
Wheat,Whole Year ,Kerala,1.0,Red/Yellow Soil,low,Average,High,Medium,2718.150397,607.3
Banana,Whole Year ,Tamil Nadu,78482.0,Black Soil,low,Low,High,High,2519.767483,481.0
Cotton(lint),Kharif     ,Tamil Nadu,138290.0,Alluvial Soil,high,Low,Low,High,2999.542715,437.1
Cotton(lint),Rabi       ,Tamil Nadu,43341.0,Alluvial Soil,low,Low,Medium,Medium,2419.670344,423.0
Groundnut,Kharif     ,Tamil Nadu,188544.0,Black Soil,high,Low,Low,Medium,2896.810966,557.2
Groundnut,Rabi       ,Tamil Nadu,138808.0,Black Soil,low,Average,Low,Medium,2552.672225,588.6
Onion,Kharif     ,Tamil Nadu,6293.0,Black Soil,high,Average,Medium,Low,2192.574775,490.3
Onion,Rabi       ,Tamil Nadu,16518.0,Alluvial Soil,high,High,High,Low,3054.412058,860.6
Potato,Kharif     ,Tamil Nadu,2358.0,Black Soil,low,High,Low,Medium,2797.213254,429.2
Potato,Rabi       ,Tamil Nadu,1224.0,Black Soil,high,Low,Low,Low,2463.693691,598.2
Ragi,Kharif     ,Tamil Nadu,62373.0,Black Soil,low,Average,Medium,High,2718.151378,626.4
Ragi,Rabi       ,Tamil Nadu,24140.0,Black Soil,high,High,High,Low,2378.88897,571.1
Rice,Autumn     ,Tamil Nadu,235255.0,Black Soil,low,Low,Low,Medium,2748.744711,430.9
Rice,Summer     ,Tamil Nadu,276272.0,Black Soil,high,Average,Low,Medium,1782.67643,403.7
Rice,Winter     ,Tamil Nadu,1317338.0,Red/Yellow Soil,high,Average,High,Medium,2194.0596,532.2
Sugarcane,Whole Year ,Tamil Nadu,171856.0,Red/Yellow Soil,low,Low,Low,High,2793.777923,506.3
Banana,Whole Year ,Andhra Pradesh,59098.0,Black Soil,high,Average,Low,High,2425.103339,871.6
Cotton(lint),Kharif     ,Andhra Pradesh,616870.0,Black Soil,high,Low,Low,Low,2562.262688,422.3
Cotton(lint),Rabi       ,Andhra Pradesh,3404.0,Red/Yellow Soil,high,Average,High,High,2095.964301,626.9
Groundnut,Kharif     ,Andhra Pradesh,687139.0,Alluvial Soil,high,Average,Low,Low,3054.360099,805.3
Groundnut,Rabi       ,Andhra Pradesh,60806.0,Black Soil,low,Low,Low,Low,2857.158893,478.1
Onion,Kharif     ,Andhra Pradesh,24750.0,Black Soil,low,High,Medium,Medium,2439.794434,600.9
Onion,Rabi       ,Andhra Pradesh,5021.0,Alluvial Soil,low,Low,Medium,High,2378.591243,620.2
Potato,Kharif     ,Andhra Pradesh,486.0,Alluvial Soil,low,Average,Medium,Medium,2808.881308,584.9
Potato,Rabi       ,Andhra Pradesh,970.0,Alluvial Soil,high,Low,Low,Medium,3094.741135,992.0
Ragi,Kharif     ,Andhra Pradesh,23993.0,Alluvial Soil,low,Average,Low,Medium,2786.128077,499.5
Ragi,Rabi       ,Andhra Pradesh,8149.0,Alluvial Soil,high,High,Medium,Low,3151.5408,565.9
Rice,Kharif     ,Andhra Pradesh,1563887.0,Alluvial Soil,low,High,High,Low,2223.294601,611.5
Rice,Rabi       ,Andhra Pradesh,644417.0,Black Soil,high,Average,Medium,High,2254.183951,633.2
Sugarcane,Kharif     ,Andhra Pradesh,101525.0,Red/Yellow Soil,low,Low,Medium,Low,2143.317665,973.9
Wheat,Rabi       ,Andhra Pradesh,102.0,Alluvial Soil,low,Low,High,Low,2632.528195,750.4
Banana,Kharif     ,Puducherry,262.0,Black Soil,low,High,Low,High,2552.681065,710.5
Cotton(lint),Kharif     ,Puducherry,283.0,Red/Yellow Soil,high,Average,Medium,Medium,2454.414663,828.0
Groundnut,Kharif     ,Puducherry,3.0,Black Soil,low,Average,Low,Medium,2742.777588,699.8
Groundnut,Rabi       ,Puducherry,271.0,Black Soil,low,Low,Low,High,2869.698582,606.9
Groundnut,Summer     ,Puducherry,13.0,Red/Yellow Soil,high,Average,Medium,High,2042.301277,690.1
Onion,Kharif     ,Puducherry,1.0,Black Soil,low,Average,High,Medium,2320.908392,769.3
Onion,Summer     ,Puducherry,1.0,Black Soil,high,Low,High,Medium,2746.043078,476.2
Ragi,Kharif     ,Puducherry,26.0,Black Soil,high,Low,Medium,Low,2359.678395,708.8
Ragi,Rabi       ,Puducherry,1.0,Alluvial Soil,high,Low,Medium,High,2260.538177,423.2
Ragi,Summer     ,Puducherry,14.0,Black Soil,high,Low,Low,High,2805.561228,638.2
Rice,Kharif     ,Puducherry,4298.0,Black Soil,high,Low,Medium,Low,2113.149979,680.4
Rice,Rabi       ,Puducherry,9048.0,Black Soil,low,High,High,Medium,2409.526058,536.2
Rice,Summer     ,Puducherry,4515.0,Black Soil,high,Low,Medium,High,2598.593208,494.8
Sugarcane,Kharif     ,Puducherry,1444.0,Black Soil,high,Average,Low,High,2327.854026,650.6
Banana,Whole Year ,Assam,51113.0,Alluvial Soil,high,Average,High,Medium,2734.946697,748.0
Cotton(lint),Kharif     ,Assam,843.0,Alluvial Soil,high,Average,High,Medium,2329.336907,470.9
Onion,Whole Year ,Assam,8211.0,Alluvial Soil,high,Low,Medium,High,2922.585848,743.1
Potato,Whole Year ,Assam,103205.0,Black Soil,low,Low,High,High,2462.276111,356.2
Rice,Autumn     ,Assam,144766.0,Red/Yellow Soil,high,Average,Medium,Medium,2701.381041,705.9
Rice,Summer     ,Assam,400873.0,Alluvial Soil,high,High,Low,Low,2723.807186,794.7
Rice,Winter     ,Assam,1879539.0,Black Soil,high,Average,High,High,2311.737999,712.6
Sugarcane,Whole Year ,Assam,31199.0,Red/Yellow Soil,low,Low,High,Medium,1883.954035,720.6
Wheat,Rabi       ,Assam,16945.0,Alluvial Soil,low,High,Medium,Low,2608.226726,464.0
Banana,Kharif     ,Meghalaya,7273.0,Black Soil,low,Average,High,Medium,2521.686504,661.7
Cotton(lint),Kharif     ,Meghalaya,7260.0,Black Soil,low,Average,High,Medium,2666.747808,503.7
Onion,Rabi       ,Meghalaya,557.0,Red/Yellow Soil,high,Average,Low,High,2432.041758,571.3
Potato,Summer     ,Meghalaya,12569.0,Black Soil,high,Low,Low,Low,2370.87169,751.1
Potato,Winter     ,Meghalaya,6360.0,Black Soil,high,High,Low,Medium,3102.541903,710.5
Rice,Autumn     ,Meghalaya,33494.0,Red/Yellow Soil,high,Average,High,Medium,2058.293782,752.9
Rice,Rabi       ,Meghalaya,13624.0,Alluvial Soil,low,Low,Medium,Low,2720.185144,611.9
Rice,Winter     ,Meghalaya,63814.0,Alluvial Soil,high,Low,Medium,High,2327.619443,409.6
Sugarcane,Whole Year ,Meghalaya,125.0,Alluvial Soil,high,Low,Low,Low,2399.266415,1222.6
Wheat,Rabi       ,Meghalaya,462.0,Alluvial Soil,high,Low,Medium,Low,2404.86915,480.3
Banana,Whole Year ,Goa,2411.0,Black Soil,high,Low,Medium,Low,2258.969718,754.7
Groundnut,Kharif     ,Goa,210.0,Black Soil,low,Average,High,Low,2671.367263,475.9
Groundnut,Rabi       ,Goa,214.0,Black Soil,high,Average,Medium,Medium,2917.193079,478.2
Rice,Kharif     ,Goa,25841.0,Black Soil,low,Average,Low,High,2641.004098,583.1
Rice,Rabi       ,Goa,10543.0,Red/Yellow Soil,low,Average,Medium,Medium,2531.014599,580.9
Sugarcane,Whole Year ,Goa,888.0,Alluvial Soil,low,Low,Medium,Medium,2204.06785,869.1
Cotton(lint),Kharif     ,Karnataka,713879.0,Black Soil,high,High,High,Low,2655.04758,589.7
Cotton(lint),Rabi       ,Karnataka,4507.0,Black Soil,low,Average,Low,Medium,3146.90489,690.1
Groundnut,Kharif     ,Karnataka,397745.0,Black Soil,low,Average,Low,Medium,2385.791613,588.6
Groundnut,Rabi       ,Karnataka,2766.0,Alluvial Soil,low,Average,Medium,Medium,2387.204926,364.4
Groundnut,Summer     ,Karnataka,140610.0,Black Soil,high,Average,High,Low,2331.673261,405.3
Onion,Kharif     ,Karnataka,193156.0,Black Soil,low,Low,Medium,Low,2353.17573,441.0
Onion,Rabi       ,Karnataka,16788.0,Alluvial Soil,low,High,Low,High,1676.410134,274.7
Onion,Summer     ,Karnataka,3665.0,Black Soil,high,High,High,Low,2621.510616,424.6
Potato,Kharif     ,Karnataka,21372.0,Black Soil,high,High,Low,Low,2246.334347,351.7
Potato,Rabi       ,Karnataka,6482.0,Alluvial Soil,low,High,Medium,High,2016.921064,552.0
Potato,Summer     ,Karnataka,410.0,Alluvial Soil,low,Low,Medium,Low,2725.956985,647.7
Ragi,Kharif     ,Karnataka,514756.0,Black Soil,high,Average,High,Low,2175.394664,594.8
Ragi,Rabi       ,Karnataka,36318.0,Black Soil,low,Average,High,Low,2398.399284,717.1
Ragi,Summer     ,Karnataka,4276.0,Red/Yellow Soil,low,Average,Medium,Medium,2939.932717,361.2
Rice,Kharif     ,Karnataka,1037158.0,Black Soil,low,Average,Low,Low,2077.235261,451.5
Rice,Rabi       ,Karnataka,11442.0,Red/Yellow Soil,high,Low,Medium,Medium,2040.22053,705.2
Rice,Summer     ,Karnataka,150993.0,Alluvial Soil,high,High,Low,High,2580.791857,493.6
Sugarcane,Whole Year ,Karnataka,495932.0,Black Soil,low,High,High,Medium,2844.846209,586.6
Wheat,Rabi       ,Karnataka,157525.0,Red/Yellow Soil,high,High,High,Medium,2027.697485,382.7
Banana,Whole Year ,Kerala,52898.61,Alluvial Soil,high,Low,High,Medium,2622.306921,510.8
Cotton(lint),Whole Year ,Kerala,59.4,Black Soil,low,High,Medium,Medium,2674.299862,1345.1
Groundnut,Whole Year ,Kerala,187.3,Black Soil,low,Average,Medium,Medium,1882.251855,951.6
Onion,Whole Year ,Kerala,5.21,Red/Yellow Soil,high,Low,Medium,Medium,2739.550401,993.3
Potato,Whole Year ,Kerala,536.9,Alluvial Soil,high,Low,High,Medium,2762.981764,987.6
Ragi,Whole Year ,Kerala,224.7,Alluvial Soil,low,Average,High,Medium,2406.464328,930.2
Rice,Autumn     ,Kerala,60718.46,Alluvial Soil,low,Low,Medium,Medium,2875.703909,1317.5
Rice,Summer     ,Kerala,48858.28,Black Soil,low,Average,Low,Low,2840.936672,875.4
Rice,Winter     ,Kerala,88449.47,Red/Yellow Soil,low,Average,Low,High,2530.935378,987.6
Sugarcane,Whole Year ,Kerala,1011.88,Red/Yellow Soil,low,Low,Low,Low,2364.566383,1077.0
Wheat,Whole Year ,Kerala,1.4,Black Soil,high,Average,Low,High,2208.151632,1406.9
Banana,Whole Year ,Tamil Nadu,87514.0,Black Soil,low,High,Low,Low,2488.730947,1333.8
Cotton(lint),Kharif     ,Tamil Nadu,70023.0,Black Soil,low,Low,Low,Medium,2670.927676,1207.6
Cotton(lint),Rabi       ,Tamil Nadu,64899.0,Alluvial Soil,low,Low,Medium,Low,2402.746942,1119.3
Groundnut,Kharif     ,Tamil Nadu,196543.0,Black Soil,low,High,High,Medium,1840.749698,1735.9
Groundnut,Rabi       ,Tamil Nadu,138952.0,Red/Yellow Soil,low,Low,Low,Low,2880.614168,1236.8
Onion,Kharif     ,Tamil Nadu,12414.0,Laterile Soil,low,Low,Low,High,2557.066967,1172.1
Onion,Rabi       ,Tamil Nadu,19273.0,Red/Yellow Soil,low,High,Medium,Medium,2386.112651,1703.6
Potato,Kharif     ,Tamil Nadu,2334.0,Alluvial Soil,low,Low,Medium,Medium,2757.147517,984.7
Potato,Rabi       ,Tamil Nadu,1198.0,Red/Yellow Soil,low,Low,High,Low,2957.391579,1213.1
Ragi,Kharif     ,Tamil Nadu,56917.0,Red/Yellow Soil,high,Average,Medium,High,1659.426529,1084.8
Ragi,Rabi       ,Tamil Nadu,21676.0,Laterile Soil,low,Low,Medium,Low,2630.279095,1311.2
Rice,Autumn     ,Tamil Nadu,279647.0,Red/Yellow Soil,high,Low,High,Medium,2072.005237,1718.6
Rice,Summer     ,Tamil Nadu,236904.0,Black Soil,low,Average,High,Medium,2649.733152,1620.9
Rice,Winter     ,Tamil Nadu,1204714.0,Black Soil,high,Low,High,Medium,2538.378161,1660.7
Sugarcane,Whole Year ,Tamil Nadu,166415.0,Black Soil,low,High,Medium,Low,2690.717958,1509.3
Banana,Whole Year ,Andhra Pradesh,97695.0,Black Soil,high,High,Low,High,2350.225716,1450.0
Cotton(lint),Kharif     ,Andhra Pradesh,653953.0,Black Soil,high,Average,Medium,Low,1938.027966,1435.0
Cotton(lint),Rabi       ,Andhra Pradesh,3474.0,Black Soil,low,High,Medium,High,2364.889543,1308.9
Groundnut,Kharif     ,Andhra Pradesh,567875.0,Alluvial Soil,high,Low,Medium,Medium,2622.054291,1424.7
Groundnut,Rabi       ,Andhra Pradesh,93389.0,Black Soil,low,Low,High,High,2804.617699,1305.5
Onion,Kharif     ,Andhra Pradesh,23864.0,Black Soil,high,Average,Medium,Low,2148.45061,1266.3
Onion,Rabi       ,Andhra Pradesh,12250.0,Alluvial Soil,low,Average,High,Low,2808.118128,1418.9
Potato,Kharif     ,Andhra Pradesh,453.0,Alluvial Soil,high,High,Low,Medium,2305.638313,1240.4
Potato,Rabi       ,Andhra Pradesh,1050.0,Alluvial Soil,high,High,Low,Medium,2608.734964,982.1
Ragi,Kharif     ,Andhra Pradesh,25660.0,Alluvial Soil,high,Low,High,High,2347.031814,1027.9
Ragi,Rabi       ,Andhra Pradesh,7893.0,Black Soil,high,Low,Medium,High,2554.651188,1158.0
Rice,Kharif     ,Andhra Pradesh,1526425.0,Black Soil,low,Average,Medium,Medium,2767.56329,1465.0
Rice,Rabi       ,Andhra Pradesh,829557.0,Black Soil,high,Low,High,High,2131.895777,927.5
Sugarcane,Kharif     ,Andhra Pradesh,85911.0,Red/Yellow Soil,high,High,Medium,High,2296.028231,877.8
Wheat,Rabi       ,Andhra Pradesh,37.0,Alluvial Soil,high,High,High,Low,2555.488776,1088.6
Banana,Kharif     ,Puducherry,273.0,Black Soil,high,High,Medium,High,3220.475098,895.5
Cotton(lint),Kharif     ,Puducherry,500.0,Black Soil,high,Average,Low,Medium,2241.043086,1328.3
Groundnut,Kharif     ,Puducherry,1.0,Black Soil,low,Average,Low,Medium,3112.040166,1223.1
Groundnut,Rabi       ,Puducherry,231.0,Black Soil,low,Low,Low,Low,3101.326991,1128.8
Groundnut,Summer     ,Puducherry,21.0,Red/Yellow Soil,low,High,High,Low,2470.806655,1646.9
Onion,Kharif     ,Puducherry,2.0,Alluvial Soil,high,Low,Medium,High,2410.554242,1539.0
Onion,Summer     ,Puducherry,1.0,Black Soil,low,Average,High,Low,2292.38044,1313.2
Ragi,Kharif     ,Puducherry,32.0,Red/Yellow Soil,high,Low,Low,High,2479.539241,1758.7
Ragi,Rabi       ,Puducherry,4.0,Alluvial Soil,low,Average,Medium,Low,2077.98417,1310.9
Ragi,Summer     ,Puducherry,23.0,Alluvial Soil,high,High,Low,Low,2477.128295,1684.4
Rice,Kharif     ,Puducherry,4323.0,Black Soil,high,Average,Medium,High,2949.064082,1238.5
Rice,Rabi       ,Puducherry,9397.0,Red/Yellow Soil,high,Average,Medium,High,2316.674481,1263.7
Rice,Summer     ,Puducherry,4518.0,Black Soil,low,Average,Low,Low,2427.782709,1425.7
Sugarcane,Kharif     ,Puducherry,1308.0,Red/Yellow Soil,high,Average,Medium,High,1989.657858,1717.6
Banana,Whole Year ,Assam,49445.0,Alluvial Soil,high,High,High,High,2612.218626,1919.2
Cotton(lint),Kharif     ,Assam,789.0,Alluvial Soil,high,Average,Medium,High,2579.344505,1541.6
Onion,Whole Year ,Assam,8155.0,Black Soil,low,High,Medium,Low,2519.110708,1822.7
Potato,Whole Year ,Assam,104750.0,Red/Yellow Soil,high,Average,Low,Medium,2434.951885,1572.3
Rice,Autumn     ,Assam,127223.0,Red/Yellow Soil,high,High,Medium,Low,2412.172624,1640.3
Rice,Summer     ,Assam,395518.0,Black Soil,high,Low,Low,High,2650.57007,1115.1
Rice,Winter     ,Assam,1878208.0,Black Soil,high,Average,Low,High,2491.35502,1515.5
Sugarcane,Whole Year ,Assam,29703.0,Black Soil,high,Average,Medium,Medium,2594.491561,1393.5
Wheat,Rabi       ,Assam,11336.0,Black Soil,high,Low,Medium,Medium,2564.494845,1354.5
Banana,Kharif     ,Meghalaya,7284.0,Black Soil,low,High,High,Medium,2837.028186,1354.1
Cotton(lint),Kharif     ,Meghalaya,7245.0,Black Soil,low,High,Medium,Low,2703.098229,1220.4
Onion,Rabi       ,Meghalaya,561.0,Alluvial Soil,low,High,Medium,Low,2557.858553,1371.0
Potato,Summer     ,Meghalaya,12577.0,Black Soil,high,Average,High,Medium,2955.526609,1558.5
Potato,Winter     ,Meghalaya,6366.0,Black Soil,low,High,Medium,Low,2626.080559,1168.2
Rice,Autumn     ,Meghalaya,33480.0,Alluvial Soil,high,High,High,Medium,2891.488807,1127.6
Rice,Rabi       ,Meghalaya,13628.0,Alluvial Soil,low,Low,Medium,Low,2682.082783,1082.5
Rice,Winter     ,Meghalaya,63889.0,Alluvial Soil,low,Average,High,Low,1947.424276,1275.1
Sugarcane,Whole Year ,Meghalaya,128.0,Alluvial Soil,high,Low,Low,Low,2891.450429,842.3
Wheat,Rabi       ,Meghalaya,464.0,Black Soil,low,Average,Medium,Medium,2540.552872,955.2
Banana,Whole Year ,Goa,2460.0,Black Soil,low,Low,Medium,Low,2484.413569,776.1
Groundnut,Kharif     ,Goa,2.0,Black Soil,high,Low,High,Low,2584.404504,1054.1
Groundnut,Rabi       ,Goa,168.0,Red/Yellow Soil,high,Low,High,High,2396.505051,1179.3
Rice,Kharif     ,Goa,24411.0,Alluvial Soil,low,High,Low,Low,2568.108658,1245.0
Rice,Rabi       ,Goa,10287.0,Black Soil,low,Low,Low,Low,2322.43718,1371.2
Sugarcane,Whole Year ,Goa,811.0,Black Soil,low,Average,Low,High,2882.281678,1021.0
Cotton(lint),Kharif     ,Karnataka,803067.0,Black Soil,high,Average,Low,Low,2465.923566,1155.0
Cotton(lint),Rabi       ,Karnataka,14393.0,Black Soil,low,Low,Medium,High,2385.224847,1147.1
Groundnut,Kharif     ,Karnataka,413854.0,Red/Yellow Soil,low,Low,Medium,Medium,2222.522255,1423.0
Groundnut,Rabi       ,Karnataka,2809.0,Alluvial Soil,high,Average,Medium,Medium,2580.632737,1189.6
Groundnut,Summer     ,Karnataka,113518.0,Black Soil,high,Low,Low,Medium,2556.13213,968.3
Onion,Kharif     ,Karnataka,155401.0,Red/Yellow Soil,low,Low,Medium,Low,2616.527384,1193.9
Onion,Rabi       ,Karnataka,36940.0,Alluvial Soil,high,Average,Low,Medium,2191.824434,1322.6
Onion,Summer     ,Karnataka,10300.0,Alluvial Soil,high,Average,High,Low,2019.64564,1035.6
Potato,Kharif     ,Karnataka,17797.0,Black Soil,low,Average,Medium,High,2687.677391,1881.1
Potato,Rabi       ,Karnataka,4477.0,Red/Yellow Soil,high,Average,High,Medium,2945.392559,1177.2
Potato,Summer     ,Karnataka,458.0,Black Soil,high,High,Low,Medium,2192.093913,1462.7
Ragi,Kharif     ,Karnataka,625797.0,Red/Yellow Soil,low,Average,High,High,2976.832385,1104.8
Ragi,Rabi       ,Karnataka,41861.0,Alluvial Soil,high,Low,Low,Low,2585.173318,1383.1
Ragi,Summer     ,Karnataka,6055.0,Alluvial Soil,low,Average,Low,Low,2497.881129,1128.3
Rice,Kharif     ,Karnataka,964087.0,Black Soil,high,Average,Medium,High,2380.735391,1410.2
Rice,Rabi       ,Karnataka,11266.0,Red/Yellow Soil,low,Average,Medium,High,2084.644594,1493.9
Rice,Summer     ,Karnataka,272701.0,Red/Yellow Soil,high,Average,High,Low,2796.318555,1384.4
Sugarcane,Whole Year ,Karnataka,428540.0,Red/Yellow Soil,low,Low,Medium,High,2267.318092,1454.5
Wheat,Rabi       ,Karnataka,158319.0,Alluvial Soil,low,Average,Medium,Medium,2266.057997,1381.6
Banana,Whole Year ,Kerala,60678.0,Red/Yellow Soil,low,High,High,High,2797.577893,1144.9
Cotton(lint),Whole Year ,Kerala,54.0,Black Soil,low,High,Low,Medium,1935.104966,1068.4
Groundnut,Whole Year ,Kerala,117.0,Laterile Soil,low,High,Low,Medium,2042.920657,991.8
Potato,Whole Year ,Kerala,490.0,Red/Yellow Soil,low,Low,Low,Medium,2494.559727,990.4
Ragi,Whole Year ,Kerala,213.0,Alluvial Soil,high,High,Medium,Low,2587.985329,1034.5
Rice,Autumn     ,Kerala,55895.0,Black Soil,high,High,Low,Low,2645.420394,878.5
Rice,Summer     ,Kerala,61006.0,Black Soil,high,High,Low,Low,2409.460452,1248.5
Rice,Winter     ,Kerala,81279.0,Black Soil,high,Low,Medium,High,3259.110901,1218.4
